Doug,Make_x,Model_x,Version,Kilometers,Engine,Fuel Type,Transmission,Year_x,City,Price,Currency,Link,Year_y,Make_y,Model_y,Styling,Acceleration,Handling,Fun Factor,Cool Factor,WEEKEND TOTAL,Features,Comfort,Quality,Practicality,Value,DAILY TOTAL,DOUGSCORE,Video Link,Filming City,Filming State,Vehicle Country
BMW i3 2015,BMW,R 1200 Gs,2.5 Cs Dx Pack 120cv 4x4 - I3,36000 km,4 tiempos,Nafta,Manual,2015,Quilmes,32000,USD,https://moto.mercadolibre.com.ar/MLA-1528921806-bmw-gs-1200-r-gs1200-f-1200-gs--_JM,2015,BMW,i3,6,2,4,4,5,21,5,6,6,6,2,25,46,22:42,Atlanta,Georgia,Germany
BMW i3 2015,BMW,R 1200 Gs,2.5 Cs Dx Pack 120cv 4x4 - I3,56000 km,4 tiempos,Nafta,Manual,2015,Rosario,33900,USD,https://moto.mercadolibre.com.ar/MLA-1513287746-bmw-r-1200-gs-full-roshaus-permutas-financiacion-_JM,2015,BMW,i3,6,2,4,4,5,21,5,6,6,6,2,25,46,22:42,Atlanta,Georgia,Germany
BMW i3 2015,BMW,GS 1200R,2.5 Cs Dx Pack 120cv 4x4 - I3,36000 km,4 tiempos,Nafta,Manual,2015,Quilmes,32000,USD,https://moto.mercadolibre.com.ar/MLA-1527036928-bmw-gs-1200r-modelo-2015-36000kms-_JM,2015,BMW,i3,6,2,4,4,5,21,5,6,6,6,2,25,46,22:42,Atlanta,Georgia,Germany
BMW i3 2015,BMW,1200 gs,2.5 Cs Dx Pack 120cv 4x4 - I3,51000 km,2.5,Diésel,Manual,2015,San Vicente,27500,USD,https://moto.mercadolibre.com.ar/MLA-1530294678-bmw-r-1200-gs-ano-2015-_JM,2015,BMW,i3,6,2,4,4,5,21,5,6,6,6,2,25,46,22:42,Atlanta,Georgia,Germany
Chevrolet Blazer 2020,Chevrolet,Blazer,2.8 Cdoble Dlx 4x2 Electronico,210000 km,2.8,Diésel,Manual,2009,Capital Federal,8000,ARS,https://auto.mercadolibre.com.ar/MLA-1510666096-chevrolet-blazer-2009-28-cdoble-dlx-4x2-cassano-automobili-_JM,2020,Chevrolet,Blazer,5,3,3,1,1,13,6,6,6,8,6,32,45,14:56:00,Detroit,Michigan,USA
Chevrolet Blazer 2020,Chevrolet,Blazer,2.8 Dlx I 4x4,127000 km,2.8,Diésel,Manual,2004,Capital Federal,8000,ARS,https://auto.mercadolibre.com.ar/MLA-1390871081-chevrolet-blazer-2004-28-dlx-i-4x4-_JM,2020,Chevrolet,Blazer,5,3,3,1,1,13,6,6,6,8,6,32,45,14:56:00,Detroit,Michigan,USA
Chevrolet Blazer 2020,Chevrolet,Blazer,2.8 Cdoble Dlx 4x4 Electronico,189000 km,2.8,Diésel,Manual,2009,Lomas de Zamora,12000,ARS,https://auto.mercadolibre.com.ar/MLA-1533908310-chevrolet-blazer-28-4x4-_JM,2020,Chevrolet,Blazer,5,3,3,1,1,13,6,6,6,8,6,32,45,14:56:00,Detroit,Michigan,USA
Chevrolet Blazer 2020,Chevrolet,Blazer,2.8 Dlx I 4x4,190000 km,2.8,Diésel,Manual,2006,Funes,9000,ARS,https://auto.mercadolibre.com.ar/MLA-1530401042-chevrolet-blazer-2006-28-dlx-i-4x4-_JM,2020,Chevrolet,Blazer,5,3,3,1,1,13,6,6,6,8,6,32,45,14:56:00,Detroit,Michigan,USA
Chevrolet Blazer 2020,Chevrolet,Blazer,2.8 Cdoble Dlx 4x4 Electronico,160000 km,4.3,Nafta,Manual,2009,Pilar,5500,ARS,https://auto.mercadolibre.com.ar/MLA-1390283747-chevrolet-blazer-dlx-28-tdi-4x2-l09-2009-_JM,2020,Chevrolet,Blazer,5,3,3,1,1,13,6,6,6,8,6,32,45,14:56:00,Detroit,Michigan,USA
Chevrolet Blazer 2020,Chevrolet,Blazer,2.8 Cdoble Dlx 4x2 Electronico,292000 km,2.8,Diésel,Manual,2009,Córdoba,6200000,ARS,https://auto.mercadolibre.com.ar/MLA-1512255600-chevrolet-blazer-2009-28-cdoble-dlx-4x2-electronico-_JM,2020,Chevrolet,Blazer,5,3,3,1,1,13,6,6,6,8,6,32,45,14:56:00,Detroit,Michigan,USA
Chevrolet Blazer 2020,Chevrolet,Blazer,2.8 Dlx 4x2,190000 km,2.8,Nafta/GNC,Manual,1999,Quilmes,5290000,ARS,https://auto.mercadolibre.com.ar/MLA-1390992923-chevrolet-blazer-dlx-4x2-22-naftagnc-_JM,2020,Chevrolet,Blazer,5,3,3,1,1,13,6,6,6,8,6,32,45,14:56:00,Detroit,Michigan,USA
Chevrolet Blazer 2020,Chevrolet,Blazer,2.8 Dlx 4x2,245000 km,2.8,Diésel,Manual,1998,Lomas de Zamora,3200000,ARS,https://auto.mercadolibre.com.ar/MLA-1531074322-chevrolet-blazer-1998-28-dlx-4x2-_JM,2020,Chevrolet,Blazer,5,3,3,1,1,13,6,6,6,8,6,32,45,14:56:00,Detroit,Michigan,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Automática,92567 km,3.2,Diésel,Automática,2019,Pilar,21000000,ARS,https://auto.mercadolibre.com.ar/MLA-1547582410-ford-ranger-limited-4x4-aut-gr-us-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Automática,92500 km,3.2,Diésel,Automática,2019,Pilar,21000000,ARS,https://auto.mercadolibre.com.ar/MLA-1546078126-ford-ranger-limited-4x4-automatica-2019-ugarcia-us-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Automática,93000 km,3.2,Diésel,Automática,2019,Pilar,21000000,ARS,https://auto.mercadolibre.com.ar/MLA-1546332880-ford-ranger-limited-4x4-at-2019-brian-avalos-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xls Tdci 200cv Manual 4x2,157000 km,3.2,Diésel,Manual,2019,Cañuelas,14500000,ARS,https://auto.mercadolibre.com.ar/MLA-1386674405-ford-ranger-4x4-xls-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,2.2 Cd Xl Tdci 150cv 4x4,110000 km,2.2,Eléctrico,Manual,2019,Mar del Plata,18800,ARS,https://auto.mercadolibre.com.ar/MLA-1390849499-ford-ranger-22-xl-4x4-2019-services-oficiales-impecable-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger Raptor,2.0l Biturbo Cabina Doble 4x4,97000 km,2.0,Diésel,Automática,2020,Vicente López,39900,ARS,https://auto.mercadolibre.com.ar/MLA-1392821873-ford-ranger-raptor-2019-en-garantia-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,Black Edition Cabina Doble 4x4 Diesel At,65000 km,3.2,Diésel,Automática,2019,Pilar,31000,ARS,https://auto.mercadolibre.com.ar/MLA-1385968287-ford-ranger-black-edition-cabina-doble-4x4-diesel-at-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,Black Edition Cabina Doble 4x4 Diesel At,115000 km,3.2,Diésel,Automática,2019,Berazategui,25500,ARS,https://auto.mercadolibre.com.ar/MLA-1391379033-ford-ranger-2019-black-edition-cabina-doble-4x4-diesel-at-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xls Tdci 200cv Manual 4x2,30932 km,3.2,Diésel,Manual,2019,Capital Federal,27140000,ARS,https://auto.mercadolibre.com.ar/MLA-1485494174-ford-ranger-32-xls-4x4-manual-dc-2019-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Manual,47000 km,3.2,Diésel,Manual,2019,Río Cuarto,21800000,ARS,https://auto.mercadolibre.com.ar/MLA-1510665526-ford-ranger-limited-32-4x4-6mt-2019-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xls Tdci 200cv Manual 4x2,111000 km,3.2,Diésel,Manual,2019,Río Cuarto,15400000,ARS,https://auto.mercadolibre.com.ar/MLA-1385298023-ford-ranger-32-xls-4x2-6mt-dc-2019-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,2.2 Cd Xl Tdci 125cv 4x4,74000 km,2.2,Eléctrico,Manual,2019,Vicente López,17500,ARS,https://auto.mercadolibre.com.ar/MLA-1380817025-ford-ranger-2019-22-cd-xl-tdci-125cv-4x4-lesbleus-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,2.2 Cd Xl Tdci 150cv 4x2,64000 km,2.2,Diésel,Manual,2019,9 de Julio,18000,ARS,https://auto.mercadolibre.com.ar/MLA-1546374186-ford-ranger-22-xl-4x2-cdoble-231799-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Manual,95000 km,3.2,Diésel,Manual,2019,Capital Federal,22500,ARS,https://auto.mercadolibre.com.ar/MLA-1485834168-ford-ranger-32-4x4-limited-manual-2019-rpm-moviles-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Automática 4x2,97410 km,3.2,Eléctrico,Automática,2019,Córdoba,19100000,ARS,https://auto.mercadolibre.com.ar/MLA-1504426118-ford-ranger-dc-4x2-xlt-at-32l-d-2019-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Automática 4x4,119000 km,3.2,Diésel,Automática,2019,Beccar,21500,ARS,https://auto.mercadolibre.com.ar/MLA-1518307664-ford-ranger-xlt-4x4-automatica-2019-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,2.5 Cd Ivct Xlt 166cv,70000 km,2.5,Nafta,Manual,2019,Capital Federal,20000,ARS,https://auto.mercadolibre.com.ar/MLA-1393054653-ford-ranger-2019-25-cd-ivct-xlt-166cv-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Automática,31000 km,3.2,Diésel,Automática,2019,Mar del Plata,30000,ARS,https://auto.mercadolibre.com.ar/MLA-1533710394-ford-ranger-2019-32-cd-limited-tdci-200cv-automatica-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,Black Edition Cabina Doble 4x4 Diesel At,55000 km,3.2,Diésel,Automática,2019,General San Martín,30900,ARS,https://auto.mercadolibre.com.ar/MLA-1385751849-ford-ranger-2019-black-edition-cabina-doble-4x4-diesel-at-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,2.2 Cd Xl Tdci 150cv 4x2,80000 km,2.2,Eléctrico,Manual,2019,San Fernando,17000,ARS,https://auto.mercadolibre.com.ar/MLA-1393180743-ford-ranger-2019-22-cd-xl-tdci-150cv-4x2-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 TDI 4X4 DC LTD AT L16,163296 km,TURBO DIESEL INYECCION,Diésel,Automática,2019,Pergamino,16500000,ARS,https://auto.mercadolibre.com.ar/MLA-1392957475-ford-ranger-32-tdi-4x4-dc-ltd-at-l16-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd 4x4 Limited Tdci 200cv At,1000 km,3.2,Diésel,Automática,2016,Tigre,32000,ARS,https://auto.mercadolibre.com.ar/MLA-1391008219-lancha-classer-2019-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Automática,73000 km,3.2,Diésel,Automática,2019,Pilar,28500,ARS,https://auto.mercadolibre.com.ar/MLA-1390437095-ford-ranger-2019-32-cd-limited-tdci-200cv-automatica-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xls Tdci 200cv Automática,100000 km,3.2,Diésel,Automática,2019,San Pedro,22000,ARS,https://auto.mercadolibre.com.ar/MLA-1393258011-ford-ranger-2019-32-cd-xls-tdci-200cv-automatica-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger Raptor,2.0 Tdi Dc 4x4 Aut,100000 km,3.2,Diésel,Automática,2019,Villa María,28500000,ARS,https://auto.mercadolibre.com.ar/MLA-1511805668-ford-ranger-raptor-20-tdi-dc-4x4-aut-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xls Tdci 200cv Manual 4x2,80000 km,3.2,Diésel,Manual,2019,Pilar,11500000,ARS,https://auto.mercadolibre.com.ar/MLA-1492934212-ford-ranger-2019-32-cd-xls-tdci-200cv-manual-4x2-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger Raptor,2.0 Tdi D/C 4X4 Raptor AT,51000 km,3.2,Diésel,Automática,2019,Capital Federal,42000,ARS,https://auto.mercadolibre.com.ar/MLA-1543918892-ford-ranger-20-tdi-dc-4x4-raptor-at-2019-imolaautos-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Automática,50000 km,3.2,Diésel,Automática,2019,Capital Federal,30000,ARS,https://auto.mercadolibre.com.ar/MLA-1546089328-ford-ranger-2019-32-cd-limited-tdci-200cv-automatica-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Manual 4x4,149920 km,3.2,Diésel,Manual,2019,La Plata,18000000,ARS,https://auto.mercadolibre.com.ar/MLA-1390306263-ford-ranger-dc-4x4-xlt-at-32l-d-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Manual 4x2,75000 km,3.2,Diésel,Manual,2019,Corrientes,13560000,ARS,https://auto.mercadolibre.com.ar/MLA-1393444535-ford-ranger-xlt-4x2-32-mt-azul-2019-75000-km-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Automática 4x4,60000 km,3.2,Diésel,Automática,2019,Colón,30000,ARS,https://auto.mercadolibre.com.ar/MLA-1545930322-ford-ranger-2019-32-cd-xlt-tdci-200cv-automatica-4x4-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger Raptor,2.0 bit 4x4 10a/t,67000 km,2.0,Diésel,Automática,2019,Berazategui,39700,ARS,https://auto.mercadolibre.com.ar/MLA-1518177150-ford-ranger-raptor-2019-financiacion-con-dni-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Automática 4x2,148000 km,3.2,Diésel,Automática,2019,Rivadavia,17000000,ARS,https://auto.mercadolibre.com.ar/MLA-1498197572-ford-ranger-2019-32-cd-xlt-tdci-200cv-automatica-4x2-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Automática,99850 km,3.2,Diésel,Automática,2019,Victoria,20000000,ARS,https://auto.mercadolibre.com.ar/MLA-1542110160-ford-ranger-limited-at-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,2.2 Cd Xl Tdci 150cv 4x2,126000 km,2.2,Diésel,Manual,2019,Bahía Blanca,11200000,ARS,https://auto.mercadolibre.com.ar/MLA-1535325788-ranger-dc-4x2-xl-22l-d-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Automática,57000 km,3.2,Diésel,Automática,2019,Ezeiza,23800,ARS,https://auto.mercadolibre.com.ar/MLA-1391007211-ford-ranger-2019-32-cd-limited-tdci-200cv-automatica-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger Raptor,2.0 Biturbo 4x4 10 At,85345 km,2.0,Diésel,Automática secuencial,2019,Capital Federal,45000,ARS,https://auto.mercadolibre.com.ar/MLA-1543130276-ford-ranger-raptor-20-biturbo-4x4-10-at-impecable-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger Raptor,Raptor Bi turbo 4x4 10AT,38000 km,2.0 Bi turbo 10AT,Diésel,Automática,2019,Córdoba,31570000,ARS,https://auto.mercadolibre.com.ar/MLA-1391467237-ford-ranger-raptor-20td-4x4-at-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger Raptor,Ranger Raptor 2.0,40000 km,2.0 Bi turbo 10AT,Diésel,Automática,2019,San Justo,37520000,ARS,https://auto.mercadolibre.com.ar/MLA-1391453387-ford-ranger-raptor-ranger-raptor-20-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger Raptor,Ranger raptor 2.0,70000 km,2.0 Bi turbo 10AT,Diésel,Automática,2019,San Bernardo,39000,ARS,https://auto.mercadolibre.com.ar/MLA-1393062543-ford-ranger-raptor-ranger-raptor-20-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,Black Edition Cabina Doble 4x4 Diesel At,80000 km,3.2,Diésel,Automática,2019,Almirante Brown,25000,ARS,https://auto.mercadolibre.com.ar/MLA-1388940903-ford-ranger-2019-black-edition-cabina-doble-4x4-diesel-at-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,2.2 Cd Xl Tdci 125cv 4x2,29000 km,4,Diésel,Manual,2019,Escobar,25500,ARS,https://auto.mercadolibre.com.ar/MLA-1391971195-ford-ranger-22-tdi-dc-4x2-xl-l19-2019-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xls Tdci 200cv Manual 4x2,76900 km,3.2,Diésel,Manual,2019,Hurlingham,17500000,ARS,https://auto.mercadolibre.com.ar/MLA-1546270836-ford-ranger-xls-2019-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Automática,46000 km,3.2,Diésel,Automática,2019,Capital Federal,30000,ARS,https://auto.mercadolibre.com.ar/MLA-1392729755-ford-ranger-limited-4x4-at-32-carhaus-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Automática,117000 km,3.2,Diésel,Automática,2019,Río Cuarto,22400000,ARS,https://auto.mercadolibre.com.ar/MLA-1385258199-ford-ranger-32-limited-4x4-aut-2019-l19-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Automática 4x4,62469 km,3.2,Diésel,Automática,2019,Capital Federal,20100000,ARS,https://auto.mercadolibre.com.ar/MLA-1393319019-ford-ranger-32-cd-xlt-tdci-200cv-automatica-4x4-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Manual 4x4,26589 km,3.2,Diésel,Manual,2019,Capital Federal,22050000,ARS,https://auto.mercadolibre.com.ar/MLA-1391517779-ford-ranger-32-cd-xlt-tdci-200cv-manual-4x4-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Limited Tdci 200cv Automática,50349 km,3.2,Diésel,Automática,2019,Capital Federal,23760000,ARS,https://auto.mercadolibre.com.ar/MLA-1530360538-ford-ranger-32-cd-limited-tdci-200cv-automatica-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Ford Ranger 2019,Ford,Ranger,3.2 Cd Xlt Tdci 200cv Automática 4x4,86000 km,3.2,Diésel,Automática,2019,Lomas de Zamora,23900,ARS,https://auto.mercadolibre.com.ar/MLA-1531639496-ford-ranger-4x4-xlt-2019-_JM,2019,Ford,Ranger,5,2,3,2,3,15,6,5,5,6,6,28,43,22:43,San Diego,California,USA
Honda Civic Si 1991,Honda,Civic,2.0 Si Mt,160000 km,2.0,Nafta,Manual,2008,San Isidro,21500,USD,https://auto.mercadolibre.com.ar/MLA-1393116935-honda-civic-2008-20-si-mt-_JM,1991,Honda,Civic Si,4,1,4,4,6,19,2,4,6,6,6,24,43,1900-01-01 00:22:00,San Diego,California,Japan
Honda Civic Si 1991,Honda,Civic,1.6 Si Hatchback At,200000 km,1.6,Nafta,Automática,1993,Vicente López,28500,USD,https://auto.mercadolibre.com.ar/MLA-1530108130-honda-civic-hatchback-vti-eg6-b16a2-1993-turbo-500hp-_JM,1991,Honda,Civic Si,4,1,4,4,6,19,2,4,6,6,6,24,43,1900-01-01 00:22:00,San Diego,California,Japan
Honda Civic Si 1991,Honda,Civic,2.0 Si Mt,165000 km,2.0,Nafta,Manual,2008,San Isidro,12900,USD,https://auto.mercadolibre.com.ar/MLA-1546136918-honda-civic-2008-20-si-mt-_JM,1991,Honda,Civic Si,4,1,4,4,6,19,2,4,6,6,6,24,43,1900-01-01 00:22:00,San Diego,California,Japan
Honda Civic Si 1991,Honda,Civic,1.6 Si Hatchback,111111 km,1.6,Nafta,Manual,1992,Tigre,1500,USD,https://auto.mercadolibre.com.ar/MLA-1526004348-honda-civic-1992-16-si-hatchback-_JM,1991,Honda,Civic Si,4,1,4,4,6,19,2,4,6,6,6,24,43,1900-01-01 00:22:00,San Diego,California,Japan
Honda Civic Si 1991,Honda,Civic,Si,111111 km,1.6,Nafta,Manual,2007,Rosario,7500,USD,https://auto.mercadolibre.com.ar/MLA-1391389007-honda-civic-si-_JM,1991,Honda,Civic Si,4,1,4,4,6,19,2,4,6,6,6,24,43,1900-01-01 00:22:00,San Diego,California,Japan
Honda Civic Si 1991,Honda,Civic,2.0 Si Mt,131000 km,2.0,Nafta,Manual,2008,Escobar,13000,USD,https://auto.mercadolibre.com.ar/MLA-1387190047-honda-civic-20-si-mt-_JM,1991,Honda,Civic Si,4,1,4,4,6,19,2,4,6,6,6,24,43,1900-01-01 00:22:00,San Diego,California,Japan
Honda Civic Si 1991,Honda,Civic,2.0 Si Mt,175000 km,2.0,Nafta,Manual,2008,La Plata,13000,USD,https://auto.mercadolibre.com.ar/MLA-1483839414-honda-civic-2008-20-si-_JM,1991,Honda,Civic Si,4,1,4,4,6,19,2,4,6,6,6,24,43,1900-01-01 00:22:00,San Diego,California,Japan
Honda Civic Si 1991,Honda,Civic,2.0 Si Mt,176000 km,2.0,Nafta,Manual,2010,San Miguel,15200,USD,https://auto.mercadolibre.com.ar/MLA-1528921954-honda-civic-si-2010-_JM,1991,Honda,Civic Si,4,1,4,4,6,19,2,4,6,6,6,24,43,1900-01-01 00:22:00,San Diego,California,Japan
Honda Civic Si 1991,Honda,Civic,1.6 Si Hatchback,210000 km,1.6,Nafta,Manual,1992,Mendoza,10000,USD,https://auto.mercadolibre.com.ar/MLA-1389756581-honda-civic-1992-16-si-hatchback-_JM,1991,Honda,Civic Si,4,1,4,4,6,19,2,4,6,6,6,24,43,1900-01-01 00:22:00,San Diego,California,Japan
Honda Civic Si 1991,Honda,Civic,1.6 Si Hatchback,320000 km,1.6,Nafta,Manual,1992,Pilar,10000,USD,https://auto.mercadolibre.com.ar/MLA-1392829695-honda-civic-coupe-1992-_JM,1991,Honda,Civic Si,4,1,4,4,6,19,2,4,6,6,6,24,43,1900-01-01 00:22:00,San Diego,California,Japan
Honda Civic Si 1991,Honda,Civic,2.0 Si Mt,141000 km,2.0,Nafta,Manual,2008,Lobos,13000,USD,https://auto.mercadolibre.com.ar/MLA-1467690298-honda-civic-2008-20-si-mt-_JM,1991,Honda,Civic Si,4,1,4,4,6,19,2,4,6,6,6,24,43,1900-01-01 00:22:00,San Diego,California,Japan
Honda Civic Si 1991,Honda,Civic,2.0 Si Mt,111500 km,2.0,Nafta,Manual,2008,Bahía Blanca,12800,USD,https://auto.mercadolibre.com.ar/MLA-1389825669-honda-civic-2008-20-si-mt-_JM,1991,Honda,Civic Si,4,1,4,4,6,19,2,4,6,6,6,24,43,1900-01-01 00:22:00,San Diego,California,Japan
Honda Civic Si 1991,Honda,Civic,2.0 Si Mt,160000 km,2.0,Nafta,Manual,2010,Avellaneda,13800,USD,https://auto.mercadolibre.com.ar/MLA-1536165622-honda-civic-2010-20-si-mt-_JM,1991,Honda,Civic Si,4,1,4,4,6,19,2,4,6,6,6,24,43,1900-01-01 00:22:00,San Diego,California,Japan
